eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord,shotAssist
reception,successful,regular,944.23334,outsideNorthEast,oz,powerPlay,0,315,80518,5152,57.1452179,33.44411469,0
pass,successful,northoffboards,947.06665,outsideNorthEast,oz,powerPlay,0,315,80518,5152,75.25109863,27.40882111,0
reception,successful,regular,948.4,outsideNorthEast,oz,powerPlay,0,315,78625,5152,96.87757874,18.85882187,0
pass,successful,south,950.06665,outsideNorthEast,oz,powerPlay,0,315,78625,5152,89.33345032,28.41470337,0
reception,successful,regular,950.8333,eastPoint,oz,powerPlay,0,315,79380,5152,30.48933411,37.97058868,0
shot,successful,outside,952.6,eastPoint,oz,powerPlay,0,315,79380,5152,33.00404358,17.85293961,1
shot,successful,outside,955.9667,outsideNorthWestDZ,oz,shortHanded,0,311,1731661,80264,-75.25109863,36.96764755,0
pass,successful,outlet,960.5,innerSlotDZ,dz,powerPlay,0,315,80264,5152,-78.65675354,2.261764526,0
reception,successful,regular,962,westOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-61.55675507,4.776470184,0
pass,successful,d2d,964.86664,westPointDZ,dz,powerPlay,0,315,79380,5152,-38.92440414,31.43235016,0
reception,successful,regular,965.76666,outsideNorthWestDZ,dz,powerPlay,0,315,78625,5152,-55.52146149,28.91764832,0
pass,successful,eastwest,968.6667,southCenterNZ,nz,powerPlay,0,315,78625,5152,-23.32537079,-2.76764679,0
reception,successful,regular,969.26666,southEastBoardsNZ,nz,powerPlay,0,315,126723,5152,-8.747932434,35.95882416,0
pass,successful,south,973.2,outsideNorthEast,oz,powerPlay,0,315,126723,5152,78.26089478,34.95294189,0
reception,successful,regular,975.23334,eastPoint,oz,powerPlay,0,315,79380,5152,47.58148193,38.473526,0
pass,successful,north,976.9,outsideNorthEast,oz,powerPlay,0,315,79380,5152,65.68736267,34.95294189,0
reception,successful,regular,977.26666,outsideNorthEast,oz,powerPlay,0,315,126723,5152,81.78147888,37.46764374,0
pass,successful,south,978.3,outsideNorthEast,oz,powerPlay,0,315,126723,5152,69.20794678,34.44999695,0
reception,successful,regular,979.0333,centerPoint,oz,powerPlay,0,315,78625,5152,31.48736572,12.32058716,0
pass,successful,eastwest,980.5333,centerPoint,oz,powerPlay,0,315,78625,5152,33.49913025,11.3147049,0
reception,successful,regular,981.1667,outsideNorthWest,oz,powerPlay,0,315,81408,5152,61.16088867,-26.40588188,0
shot,failed,outside,981.26666,outsideNorthWest,oz,powerPlay,0,315,81408,5152,63.1726532,-26.40588188,1
pass,successful,south,983.6,outsideNorthEast,oz,powerPlay,0,315,126723,5152,81.27853394,34.44999695,0
reception,successful,regular,984.2,eastPoint,oz,powerPlay,0,315,78625,5152,41.04324341,37.97058868,0
pass,successful,north,984.86664,eastPoint,oz,powerPlay,0,315,78625,5152,42.0491333,37.46764374,0
reception,successful,regular,985.63336,outsideNorthEast,oz,powerPlay,0,315,126723,5152,77.25500488,33.94705963,0
pass,successful,south,985.73334,outsideNorthEast,oz,powerPlay,0,315,126723,5152,78.76383972,29.92353058,0
reception,successful,regular,986.6,centerPoint,oz,powerPlay,0,315,79380,5152,33.49913025,6.788234711,0
pass,successful,slot,986.63336,centerPoint,oz,powerPlay,0,315,79380,5152,33.49913025,6.788234711,0
reception,successful,regular,987.23334,westOuterSlot,oz,powerPlay,0,315,81408,5152,61.66383362,-15.34117699,0
pass,successful,eastwest,989.73334,centerPoint,oz,powerPlay,0,315,81408,5152,36.51676941,-14.33529472,0
reception,successful,regular,990.8,outsideNorthEast,oz,powerPlay,0,315,78625,5152,58.14324951,34.95294189,0
pass,successful,south,993.06665,outsideNorthEast,oz,powerPlay,0,315,78625,5152,77.75794983,32.94117737,0
reception,successful,regular,993.9667,eastPoint,oz,powerPlay,0,315,79380,5152,41.04324341,31.43235016,0
pass,successful,slot,995.23334,eastPoint,oz,powerPlay,0,315,79380,5152,35.51089478,26.40293884,0
reception,successful,regular,995.76666,innerSlot,oz,powerPlay,0,315,126723,5152,78.76383972,1.255882263,0
shot,failed,slot,995.8,innerSlot,oz,powerPlay,0,315,126723,5152,78.76383972,1.255882263,1
pass,successful,d2doffboards,999.5333,outsideNorthWestDZ,dz,shortHanded,0,311,2546838,80264,-98.38639832,3.270587921,0
reception,successful,regular,1000.0333,outsideNorthWestDZ,dz,shortHanded,0,311,6588,80264,-96.87757874,22.38235283,0
pass,successful,d2doffboards,1007,outsideNorthWestDZ,dz,evenStrength,0,315,884,5152,-69.10087585,24.39117432,0
reception,successful,regular,1008.4667,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-95.2538147,3.770587921,0
pass,successful,d2doffboards,1009.26666,outsideNorthEastDZ,dz,evenStrength,0,315,56711,5152,-97.26557922,-0.755882263,0
reception,successful,regular,1010.6667,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-96.25969696,15.84117508,0
pass,successful,outlet,1011.93335,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-91.73322296,23.38529205,0
reception,successful,regular,1012.73334,westPointDZ,dz,evenStrength,0,315,884,5152,-40.93616867,35.45587921,0
pass,successful,outlet,1019,westPointDZ,dz,shortHanded,0,315,884,5152,-37.91852188,19.86470795,0
reception,successful,regular,1019.7,southEastBoardsNZ,nz,shortHanded,0,315,82048,5152,-10.75969696,36.46176147,0
pass,successful,outlet,1029.8334,outsideNorthWestDZ,dz,powerPlay,0,311,94531,80264,-84.7991333,13.32941246,0
reception,successful,regular,1030.8334,westPointDZ,dz,powerPlay,0,311,112050,80264,-28.4697113,35.96176529,0
pass,successful,south,1033.4333,southCenterNZ,nz,powerPlay,0,311,112050,80264,-5.33441925,2.264705658,0
reception,successful,regular,1034.2,southCenterNZ,nz,powerPlay,0,311,94531,80264,-18.91383362,17.85588264,0
pass,successful,south,1034.4333,southCenterNZ,nz,powerPlay,0,311,94531,80264,-18.91383362,16.34705925,0
reception,successful,regular,1035.6666,westPointDZ,dz,powerPlay,0,311,370192,80264,-30.98442078,19.86764717,0
pass,successful,d2d,1035.7333,westPointDZ,dz,powerPlay,0,311,370192,80264,-32.49319839,18.86179924,0
reception,successful,regular,1036.3334,centerPointDZ,dz,powerPlay,0,311,111452,80264,-38.5284996,3.270590067,0
pass,successful,outletoffboards,1036.3667,centerPointDZ,dz,powerPlay,0,311,111452,80264,-37.5226593,3.270587921,0
reception,successful,regular,1038.3667,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-4.831480026,38.97940063,0
pass,successful,south,1038.6,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-6.340301514,40.48823547,0
reception,successful,regular,1041.4,outsideNorthWestDZ,dz,powerPlay,0,311,112050,80264,-68.70500183,24.39411736,0
pass,successful,d2d,1045.4,outsideNorthWestDZ,dz,powerPlay,0,311,112050,80264,-94.85795593,7.797058105,0
reception,successful,regular,1046.1,outsideNorthWestDZ,dz,powerPlay,0,311,94531,80264,-95.36088562,5.282352448,0
pass,successful,d2d,1049.2667,eastPointDZ,dz,powerPlay,0,311,94531,80264,-31.99031067,-29.92353058,0
reception,successful,regular,1051.3667,westPointDZ,dz,powerPlay,0,311,94531,80264,-28.4697113,16.85000038,0
pass,successful,ozentry,1053.2667,northCenterNZ,nz,powerPlay,0,311,94531,80264,17.8008728,14.83823586,0
reception,successful,ozentry,1053.8,eastPoint,oz,powerPlay,0,311,112050,80264,31.88322449,39.48235321,0
pass,successful,north,1056.7667,outsideNorthEast,oz,powerPlay,0,311,112050,80264,75.13616943,31.93823624,0
reception,successful,regular,1057.3334,outsideNorthEast,oz,powerPlay,0,311,370192,80264,79.6626358,37.97352982,0
pass,successful,slot,1058.1666,outsideNorthEast,oz,powerPlay,0,311,370192,80264,65.58028412,34.45294189,0
reception,successful,regular,1058.6,eastOuterSlot,oz,powerPlay,0,311,111452,80264,60.04793167,15.84411812,0
pass,successful,south,1058.8667,eastOuterSlot,oz,powerPlay,0,311,111452,80264,57.53319931,15.8441,0
reception,successful,regular,1059.5,eastPoint,oz,powerPlay,0,311,370192,80264,46.97146225,36.96764755,0
pass,successful,eastwest,1059.7333,eastPoint,oz,powerPlay,0,311,370192,80264,44.95969772,38.47647095,0
reception,successful,regular,1060.7,westPoint,oz,powerPlay,0,311,109964,80264,37.41558075,-35.45587921,0
pass,successful,south,1061.5333,westPoint,oz,powerPlay,0,311,109964,80264,37.41558075,-35.45587921,0
reception,successful,regular,1061.9667,westPoint,oz,powerPlay,0,311,94531,80264,30.37440491,-13.32646942,0
pass,successful,north,1062.3,centerPoint,oz,powerPlay,0,311,94531,80264,28.36264038,-11.81764603,0
reception,successful,regular,1063,westPoint,oz,powerPlay,0,311,109964,80264,45.96557999,-37.97058868,0
pass,successful,slot,1065.9333,outsideNorthWest,oz,powerPlay,0,311,109964,80264,59.54499054,-39.98235321,0
reception,successful,regular,1066.5,westOuterSlot,oz,powerPlay,0,311,111452,80264,65.0773468,-17.85293961,0
pass,successful,south,1067.9667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,70.60969543,-39.47940826,0
reception,successful,regular,1068.9667,westPoint,oz,powerPlay,0,311,94531,80264,28.8655777,-38.97647095,0
pass,successful,north,1070.3334,westPoint,oz,powerPlay,0,311,94531,80264,29.87145996,-32.43823242,0
reception,successful,regular,1071.2,outsideNorthWest,oz,powerPlay,0,311,111452,80264,60.04793167,-38.473526,0
pass,successful,slot,1071.9,outsideNorthWest,oz,powerPlay,0,311,111452,80264,63.06557846,-30.4264679,0
reception,successful,regular,1072.4,westOuterSlot,oz,powerPlay,0,311,109964,80264,61.05381393,-12.32058716,0
shot,failed,slotblocked,1072.4333,westOuterSlot,oz,powerPlay,0,311,109964,80264,62.0596962,-10.30882263,1
pass,successful,eastwest,1077.1666,centerPoint,oz,powerPlay,0,311,370192,80264,47.47440338,11.31764603,0
reception,successful,regular,1077.8667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,71.6155777,-23.38529205,0
shot,successful,slot,1079,westOuterSlot,oz,powerPlay,0,311,111452,80264,73.12440491,-16.34411621,1
pass,failed,north,1081.6666,outsideNorthWest,oz,powerPlay,0,311,111452,80264,81.67440033,-36.46176147,0
pass,successful,south,1084.1,westOuterSlot,oz,powerPlay,0,311,370192,80264,68.59007263,-22.37940979,0
reception,successful,regular,1085.8334,centerPoint,oz,powerPlay,0,311,6588,80264,34.39007568,-3.770587921,0
pass,successful,eastwest,1087.1,centerPoint,oz,powerPlay,0,311,6588,80264,34.893013,9.808822632,0
reception,successful,regular,1088.0333,westPoint,oz,powerPlay,0,311,94531,80264,34.893013,-20.87059021,0
pass,successful,eastwest,1088.8667,westPoint,oz,powerPlay,0,311,94531,80264,33.88713074,-21.87647247,0
reception,successful,regular,1089.7333,eastPoint,oz,powerPlay,0,311,6588,80264,34.39007568,20.87352943,0
pass,successful,north,1091.0667,eastPoint,oz,powerPlay,0,311,6588,80264,39.419487,25.39999962,0
reception,successful,regular,1091.8667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,86.69595337,20.87352943,0
pass,successful,south,1092.8,outsideNorthEast,oz,powerPlay,0,311,370192,80264,86.69595337,20.3705883,0
reception,successful,regular,1093.4333,eastPoint,oz,powerPlay,0,311,6588,80264,44.44889832,19.86764717,0
shot,failed,outside,1093.6333,centerPoint,oz,powerPlay,0,311,6588,80264,44.95183945,18.86176491,1
pass,successful,d2d,1100.9333,outsideNorthEastDZ,dz,powerPlay,0,311,5152,80264,-95.87168884,-7.794116974,0
reception,successful,regular,1102.0667,outsideNorthEastDZ,dz,powerPlay,0,311,6588,80264,-93.85992432,-2.261764526,0
pass,successful,south,1106.5667,southEastBoardsNZ,nz,powerPlay,0,311,6588,80264,-2.827575684,23.38823509,0
reception,successful,regular,1108,southCenterNZ,nz,powerPlay,0,311,370192,80264,-8.862869263,16.85000038,0
pass,successful,ozentry,1109.6,northCenterNZ,nz,powerPlay,0,311,370192,80264,23.32537079,-5.782352448,0
reception,successful,ozentry,1110.8,westPoint,oz,powerPlay,0,311,111452,80264,45.45478058,-28.41470337,0
pass,successful,south,1112.5333,westPoint,oz,powerPlay,0,311,111452,80264,52.99889755,-35.45587921,0
reception,successful,regular,1113.6666,westPoint,oz,powerPlay,0,311,94531,80264,28.3547821,-30.4264679,0
pass,successful,eastwest,1114.5667,westPoint,oz,powerPlay,0,311,94531,80264,31.37242889,-21.87647247,0
reception,successful,regular,1115.4333,eastPoint,oz,powerPlay,0,311,6588,80264,31.87536621,20.87352943,0
pass,successful,eastwest,1117.2333,eastPoint,oz,powerPlay,0,311,6588,80264,38.91654587,21.8794117,0
reception,successful,regular,1118.1333,westPoint,oz,powerPlay,0,311,94531,80264,36.90477753,-22.37940979,0
pass,successful,slot,1120.0333,centerPoint,oz,powerPlay,0,311,94531,80264,37.40772247,5.785293579,0
reception,successful,regular,1120.5333,innerSlot,oz,powerPlay,0,311,111452,80264,81.66654205,-6.788234711,0
shot,failed,slot,1120.5667,innerSlot,oz,powerPlay,0,311,111452,80264,81.16360474,-5.782352448,1
pass,failed,slot,1121.8667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,88.20478058,8.299999237,0
pass,successful,slot,1123.9667,innerSlot,oz,powerPlay,0,311,109964,80264,75.12831116,0.755882263,0
reception,successful,regular,1124.6,westOuterSlot,oz,powerPlay,0,311,6588,80264,60.04007339,-17.34999847,0
shot,failed,slotblocked,1124.6333,westOuterSlot,oz,powerPlay,0,311,6588,80264,60.04007339,-17.85293961,1
pass,successful,eastwest,1129.6666,westPoint,oz,powerPlay,0,311,111452,80264,50.98713303,-32.43823242,0
reception,successful,regular,1130.4333,outsideNorthEast,oz,powerPlay,0,311,94531,80264,59.53713226,25.39999962,0
pass,failed,slot,1131.0333,eastOuterSlot,oz,powerPlay,0,311,94531,80264,62.55477905,15.84411812,0
pass,successful,d2d,1137.8667,westPointDZ,dz,powerPlay,0,311,6588,80264,-41.05110168,20.87352943,0
reception,successful,regular,1139.6,outsideNorthEastDZ,dz,powerPlay,0,311,111452,80264,-60.65794373,-38.97647095,0
pass,successful,outlet,1143.7333,westPointDZ,dz,powerPlay,0,311,111452,80264,-28.97265625,13.83235359,0
reception,successful,regular,1144.6666,southWestBoardsNZ,nz,powerPlay,0,311,370192,80264,-5.33441925,-29.42058563,0
pass,failed,ozentry,1145.5,northCenterNZ,nz,powerPlay,0,311,370192,80264,13.77734375,-20.36764526,0
pass,successful,south,1148.3334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,83.68616486,-31.9352951,0
reception,successful,regular,1149.5667,westPoint,oz,powerPlay,0,311,94531,80264,32.38616943,-26.40293884,0
pass,successful,eastwest,1150.1,centerPoint,oz,powerPlay,0,311,94531,80264,31.38028717,-12.32058716,0
reception,successful,regular,1150.6666,eastPoint,oz,powerPlay,0,311,112050,80264,47.97734451,21.37647057,0
pass,failed,eastwest,1151.5,outsideNorthEast,oz,powerPlay,0,311,112050,80264,56.52734375,23.38823509,0
pass,successful,south,1153.1,eastOuterSlot,oz,powerPlay,0,311,5814,80264,66.08319855,21.87940025,0
reception,successful,regular,1154.1666,eastPoint,oz,powerPlay,0,311,6588,80264,30.87734222,24.39411736,0
pass,successful,north,1154.3,eastPoint,oz,powerPlay,0,311,6588,80264,30.87734222,25.39999962,0
reception,successful,regular,1155.1333,eastPoint,oz,powerPlay,0,311,237838,80264,53.50969696,35.96176529,0
pass,successful,south,1157.3,outsideNorthEast,oz,powerPlay,0,311,237838,80264,59.54499054,32.9441185,0
reception,successful,regular,1158,centerPoint,oz,powerPlay,0,311,6588,80264,31.38028717,7.797058105,0
pass,successful,northoffboards,1158.2333,centerPoint,oz,powerPlay,0,311,6588,80264,30.87734222,7.294116974,0
reception,successful,regular,1160.4333,outsideNorthEast,oz,powerPlay,0,311,237838,80264,91.23028564,31.4352932,0
pass,successful,outlet,1170.8334,outsideNorthEastDZ,dz,shortHanded,0,315,56711,5152,-87.19889832,-35.96176529,0
reception,successful,regular,1171.5333,outsideNorthEastDZ,dz,shortHanded,0,315,179172,5152,-64.56654358,-38.47647095,0
pass,successful,eastwest,1184.2333,southCenterNZ,nz,powerPlay,0,311,110409,80264,-22.93736267,-8.799999237,0
reception,successful,regular,1185.1,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-5.33441925,26.90882301,0
shot,failed,outsideblocked,1194.1666,outsideNorthEast,oz,powerPlay,0,311,112050,80264,55.01852036,34.45294189,1
pass,successful,south,1197.2667,outsideNorthWest,oz,powerPlay,0,311,110409,80264,65.58028412,-36.96470642,0
reception,successful,regular,1197.9667,westPoint,oz,powerPlay,0,311,6588,80264,30.37440491,-18.85882187,0
pass,successful,north,1200.9667,northCenterNZ,nz,powerPlay,0,311,112050,80264,4.831481934,1.758823395,0
reception,successful,regular,1201.8667,northCenterNZ,nz,powerPlay,0,311,112050,80264,16.39912415,9.8058815,0
pass,successful,eastwest,1205.7,eastPoint,oz,evenStrength,0,311,112050,80264,51.10206604,36.96470642,0
reception,successful,regular,1206.8334,westPoint,oz,evenStrength,0,311,94531,80264,42.0491333,-24.39411736,0
pass,successful,slot,1207.5333,westPoint,oz,evenStrength,0,311,94531,80264,50.09619141,-28.41764641,0
reception,successful,regular,1208.0667,innerSlot,oz,evenStrength,0,311,109964,80264,83.29029846,7.794116974,0
shot,failed,slot,1208.2,innerSlot,oz,evenStrength,0,311,109964,80264,82.28442383,7.794116974,1
pass,successful,outlet,1210.8667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-86.30795288,25.90294075,0
reception,successful,regular,1211.4333,outsideNorthWestDZ,dz,evenStrength,0,315,884,5152,-55.12559509,30.42941284,0
pass,failed,north,1215.4667,eastPoint,oz,evenStrength,0,315,884,5152,36.91263962,30.93235207,0
pass,successful,slot,1216.2667,eastPoint,oz,evenStrength,0,315,884,5152,47.97729874,23.38820076,0
reception,successful,regular,1216.6666,eastOuterSlot,oz,evenStrength,0,315,179172,5152,76.1420517,14.83823586,0
shot,failed,slot,1216.7333,eastOuterSlot,oz,evenStrength,0,315,179172,5152,76.1420517,14.83823586,1
pass,successful,north,1222.7,southEastBoardsNZ,nz,evenStrength,0,311,109964,80264,-15.78910828,40.98823547,0
reception,successful,regular,1223.2333,southEastBoardsNZ,nz,evenStrength,0,311,370192,80264,-7.239105225,37.46764374,0
pass,successful,d2d,1227.7667,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-96.36677551,3.773529053,0
reception,successful,regular,1228.9667,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-8.297058105,0
pass,failed,d2doffboards,1229.0333,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-8.297058105,0
reception,failed,regular,1229.9333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-89.32559204,28.41764641,0
pass,failed,stretch,1232.2,westPointDZ,dz,evenStrength,0,315,884,5152,-45.57757568,39.98529434,0
pass,failed,southoffboards,1249.1666,outsideNorthWest,oz,evenStrength,0,311,94531,80264,97.88345337,-15.34117699,0
pass,successful,north,1254.4333,westPoint,oz,evenStrength,0,311,94531,80264,28.47756958,-32.9441185,0
reception,successful,regular,1255.5,westPoint,oz,evenStrength,0,311,237838,80264,48.09228516,-37.47058868,0
pass,failed,slot,1256.7333,outsideNorthWest,oz,evenStrength,0,311,237838,80264,67.20404053,-28.92058754,0
pass,successful,southoffboards,1259,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,94.86581421,24.39117432,0
reception,successful,regular,1260.1333,eastPoint,oz,evenStrength,0,311,6588,80264,36.52462769,39.98235321,0
pass,failed,northoffboards,1261.4667,eastPoint,oz,evenStrength,0,311,6588,80264,38.53639221,39.98235321,0
reception,failed,regular,1262.0333,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,69.21580505,35.95882416,0
pass,successful,northoffboards,1264.2667,eastPoint,oz,evenStrength,0,311,1731661,80264,28.47756958,40.98823547,0
reception,successful,regular,1267.4333,outsideNorthEast,oz,evenStrength,0,311,237838,80264,96.37463379,10.81176376,0
pass,failed,slot,1268.1666,outsideNorthEast,oz,evenStrength,0,311,237838,80264,95.36869812,3.770590067,0
pass,successful,south,1269.4667,outsideNorthEast,oz,evenStrength,0,311,237838,80264,97.38050079,3.267649889,0
reception,successful,regular,1269.8,outsideNorthEast,oz,evenStrength,0,311,111452,80264,98.88934326,7.794116974,0
pass,successful,south,1270.9667,outsideNorthEast,oz,evenStrength,0,311,111452,80264,87.32168579,35.45587921,0
reception,successful,regular,1272.2333,eastPoint,oz,evenStrength,0,311,6588,80264,29.98640442,40.48529053,0
pass,successful,northoffboards,1273.5,eastPoint,oz,evenStrength,0,311,6588,80264,34.51286316,40.48529053,0
reception,successful,regular,1275.1,outsideNorthWest,oz,evenStrength,0,311,237838,80264,98.38639832,-1.761764526,0
pass,successful,southoffboards,1276.7667,outsideNorthWest,oz,evenStrength,0,311,237838,80264,91.34521484,-25.39999962,0
reception,successful,regular,1278.0333,westPoint,oz,evenStrength,0,311,94531,80264,29.98640442,-35.96176529,0
pass,failed,northoffboards,1279.3334,westPoint,oz,evenStrength,0,311,94531,80264,29.98640442,-30.42941284,0
pass,successful,south,1283.4667,westOuterSlot,oz,evenStrength,0,311,109372,80264,69.21579742,-21.87940025,0
reception,successful,regular,1283.7,westPoint,oz,evenStrength,0,311,94531,80264,39.03933716,-37.97352982,0
shot,failed,outside,1285.0667,westPoint,oz,evenStrength,0,311,94531,80264,36.52462769,-25.90294075,1
pass,failed,northoffboards,1288.8,outsideNorthEast,oz,evenStrength,0,311,1462,80264,85.30992126,38.473526,0
pass,successful,d2doffboards,1291.9,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-92.34324646,-30.4264679,0
reception,successful,regular,1293.1,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-97.87559509,-6.285293579,0
pass,successful,outlet,1295.1,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-92.84619141,7.797058105,0
reception,successful,regular,1295.7667,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-84.79910278,-29.92350006,0
pass,successful,outlet,1296.9,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-71.22756958,-32.43823242,0
reception,successful,regular,1297.8,southWestBoardsNZ,nz,evenStrength,0,315,78625,5152,-2.316772461,-37.46764374,0
pass,failed,outlet,1300.2667,eastOuterSlotDZ,dz,evenStrength,0,311,94531,80264,-58.02830887,-8.299999237,0
pass,failed,rush,1304.8,westPoint,oz,evenStrength,0,311,1462,80264,41.55404663,-27.91470528,0
pass,failed,outlet,1313,innerSlotDZ,dz,evenStrength,0,315,20775372,5152,-78.2609024,-8.297060013,0
pass,successful,south,1317.8334,southCenterNZ,nz,evenStrength,0,311,370192,80264,-8.244990349,-1.258820057,0
reception,successful,regular,1318.8,eastPointDZ,dz,evenStrength,0,311,108339,80264,-31.88322449,-15.84411812,0
pass,failed,outlet,1320.0333,eastPointDZ,dz,evenStrength,0,311,108339,80264,-43.95381546,-19.86764717,0
pass,successful,slot,1325.9667,outsideNorthEast,oz,evenStrength,0,315,126723,5152,77.14793396,38.97941208,0
reception,successful,regular,1326.4,eastOuterSlot,oz,evenStrength,0,315,82048,5152,68.09498596,13.32941246,0
shot,successful,slot,1326.4667,eastOuterSlot,oz,evenStrength,0,315,82048,5152,68.09498596,13.32941246,1
pass,successful,north,1332.7667,southEastBoardsNZ,nz,evenStrength,0,315,202206,5152,-10.86677551,33.95000076,0
reception,successful,regular,1333.2333,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,6.736167908,36.46470642,0
pass,successful,south,1334.5,northCenterNZ,nz,evenStrength,0,315,80518,5152,0.700874329,1.761764526,0
reception,successful,regular,1335.3667,southEastBoardsNZ,nz,evenStrength,0,315,202206,5152,-9.86089325,23.89117622,0
pass,successful,d2doffboards,1342.7,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-90.7273407,28.91764832,0
reception,successful,regular,1344.1333,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-74.63322449,39.98235321,0
pass,failed,outlet,1344.3667,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-73.12440491,37.97058868,0
pass,failed,ozentrystretch,1347.7333,eastPointDZ,dz,evenStrength,0,311,94531,80264,-38.92440414,-35.96176529,0
pass,successful,outlet,1350.5667,centerPointDZ,dz,evenStrength,0,315,56711,5152,-47.58148193,-18.35588074,0
reception,successful,regular,1351.4667,westPointDZ,dz,evenStrength,0,315,202206,5152,-42.0491333,21.37647057,0
pass,successful,stretch,1352.6,westPointDZ,dz,evenStrength,0,315,202206,5152,-38.02560425,34.95588303,0
reception,successful,regular,1353.2667,northCenterNZ,nz,evenStrength,0,315,82048,5152,4.221458435,8.802940369,0
pass,successful,d2d,1356.4667,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-61.05381393,28.91764832,0
reception,successful,regular,1357.5667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-70.10675812,-23.89117622,0
pass,failed,ozentrystretch,1358.2,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-71.11264038,-30.42941284,0
pass,successful,south,1368.2,outsideNorthWest,oz,evenStrength,0,311,112050,80264,60.15501404,-37.47058868,0
reception,successful,regular,1369.0667,westPoint,oz,evenStrength,0,311,94531,80264,28.97265625,-20.3705883,0
pass,successful,slot,1369.3667,westPoint,oz,evenStrength,0,311,94531,80264,29.97854614,-18.35882378,0
reception,successful,regular,1369.5667,westOuterSlot,oz,evenStrength,0,311,370192,80264,65.18441772,-15.34117699,0
shot,successful,slot,1369.6,westOuterSlot,oz,evenStrength,0,311,370192,80264,65.68736267,-14.83823586,1
pass,successful,d2d,1372.4,outsideNorthWestDZ,dz,evenStrength,0,315,10534,5152,-68.71286011,25.90294075,0
reception,successful,regular,1372.6,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-79.77757263,24.89705849,0
pass,successful,southoffboards,1378.1666,westOuterSlot,oz,evenStrength,0,311,237838,80264,67.6991272,-22.38235283,0
reception,successful,regular,1379.3,westPoint,oz,evenStrength,0,311,446706,80264,43.05500793,-37.97352982,0
shot,failed,outsideblocked,1380.4333,westPoint,oz,evenStrength,0,311,446706,80264,43.05500793,-36.46470642,1
pass,successful,south,1392.7667,westPoint,oz,evenStrength,0,315,10534,5152,45.45478058,-23.888237,0
reception,successful,regular,1393,westPoint,oz,evenStrength,0,315,78625,5152,33.88713074,-30.4264679,0
pass,successful,northoffboards,1395.5333,outsideNorthWest,oz,evenStrength,0,315,78625,5152,82.169487,-36.96470642,0
reception,successful,regular,1398.5333,outsideNorthEast,oz,evenStrength,0,315,20161,5152,71.60771942,40.48823547,0
pass,failed,slot,1398.5667,outsideNorthEast,oz,evenStrength,0,315,20161,5152,73.11654663,39.48235321,0
shot,failed,outsideblocked,1401.8667,westPoint,oz,evenStrength,0,315,20775372,5152,33.38419342,-35.95882416,0
pass,successful,d2d,1403.5333,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-86.69595337,14.83529282,0
reception,successful,regular,1403.8,outsideNorthWestDZ,dz,evenStrength,0,311,237838,80264,-84.68418884,18.35588074,0
pass,successful,stretch,1407.9333,westPointDZ,dz,evenStrength,0,311,237838,80264,-26.34301758,29.92353058,0
reception,successful,regular,1409.1666,northCenterNZ,nz,evenStrength,0,311,1731661,80264,12.88639832,13.82941055,0
pass,successful,south,1413.7667,westOuterSlot,oz,powerPlay,0,311,370192,80264,70.22169495,-20.3705883,0
reception,successful,regular,1414.9333,westPoint,oz,powerPlay,0,311,94531,80264,38.53639221,-37.97352982,0
pass,successful,eastwest,1416,westPoint,oz,powerPlay,0,311,94531,80264,33.00404358,-15.34117699,0
